priority,keyword,page,position,impressions,clicks,intent,commercial_potential,volume,keyword_difficulty,score,recommendation,content_type,confidence,reason,next_action,approval_status
Medium,best italian cities to live in,,5,83,9,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 83 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best place to live italy,,4,60,9,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 60 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,international removals uk to usa,,5,7563,8,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 7,563 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,how to move to australia,,3,1662,8,MOFU,Medium,not_available,not_available,60,Create New Content,New Blog,68,"No existing page targets this keyword. 1,662 monthly impressions going uncaptured. Create a New Blog to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,cost of living south africa vs uk,,3,111,8,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 111 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,south africa,,2,3956,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 3,956 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,home removals manchester,,5,1800,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,800 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,removals abingdon,,4,1554,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,554 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,hamburg,,3,1434,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,434 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,moving companies kent,,5,1272,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,272 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,removal companies rochdale,,4,1120,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,120 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,how hard is it to move to australia from the uk,,3,1021,7,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,021 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,best place to live in northumberland,,3,195,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 195 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best place to live thailand,,5,188,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 188 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,how much does it cost to move house uk 2026,,2,181,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 181 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,edinburgh best place to live,,1,163,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 163 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best city to live in the netherlands,,4,88,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 88 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best place to immigrate to from uk,,1,77,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 77 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best places in italy to live,,5,75,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 75 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,instant removal quote,,4,68,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 68 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,pickford removals reviews,,4,55,7,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,63,No existing page targets this keyword. 55 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,removals wembley,,5,3672,6,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 3,672 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,removals maidenhead,,3,3610,6,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 3,610 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,uk to spain removals,,5,2634,6,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 2,634 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,pickfords trustpilot,,2,1990,6,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,990 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,removal companies wimbledon,,3,1446,6,MOFU,Medium,not_available,not_available,60,Create New Content,New Landing Page,68,"No existing page targets this keyword. 1,446 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. MOFU intent with medium commercial potential. Score: 60/100.",N/A,needs_review
Medium,cost of living in south africa for single person,,4,199,6,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 199 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
Medium,best place in italy to live,,5,112,6,BOFU,High,not_available,not_available,60,Create New Content,New Landing Page,68,No existing page targets this keyword. 112 monthly impressions going uncaptured. Create a New Landing Page to capture this demand. BOFU intent with high commercial potential. Score: 60/100.,N/A,needs_review
